Country,Year,Phase,Fatalities,Cause
Laos,1973,Flight,3,Terrorism
Kenya,1973,,0,Other
Canada,1973,Takeoff,0,Technical failure
United States of America,1973,Flight,1,Other
New Zealand,1973,Flight,1,Other
United States of America,1973,Flight,3,Human factor
Russia,1973,Landing,0,Other
Czech Republic,1973,Landing,66,Weather
United States of America,1973,Takeoff,4,Technical failure
Egypt,1973,Flight,108,Terrorism
United States of America,1973,Landing,2,Human factor
Panama,1973,Flight,22,Human factor
Colombia,1973,Landing,2,Technical failure
New Zealand,1973,Flight,1,Technical failure
Brazil,1973,Landing,3,Other
Tajikistan,1973,Flight,79,Other
United States of America,1973,Takeoff,7,Other
Iceland,1973,Landing,0,Other
Poland,1973,Landing,18,Weather
Kazakhstan,1973,Takeoff,32,Other
Indonesia,1973,Flight,13,Other
Peru,1973,Landing,12,Human factor
Vietnam,1973,Flight,1,Other
Bahamas,1973,Landing,0,Human factor
Argentina,1973,,0,Other
Russia,1973,Landing,25,Weather
Canada,1973,Flight,1,Weather
France,1973,Flight,68,Human factor
Portugal,1973,Landing,3,Other
Russia,1973,Landing,0,Other
Russia,1973,Flight,0,Technical failure
United States of America,1973,Flight,0,Technical failure
United States of America,1973,Takeoff,2,Other
Russia,1973,Flight,0,Technical failure
Russia,1973,Flight,0,Technical failure
United States of America,1973,Flight,14,Other
United States of America,1973,Taxiing,2,Human factor
United States of America,1973,Landing,0,Human factor
Russia,1973,Flight,3,Human factor
Russia,1973,Landing,0,Technical failure
United States of America,1973,Landing,2,Technical failure
India,1973,Landing,4,Human factor
United States of America,1973,Flight,5,Other
Cambodia,1973,Takeoff,0,Other
United States of America,1973,Landing,3,Human factor
Vietnam,1973,Flight,62,Other
United States of America,1973,Flight,1,Other
Bolivia,1973,Flight,3,Other
Russia,1973,Flight,2,Human factor
Bahamas,1973,Landing,1,Technical failure
United States of America,1973,Takeoff,1,Human factor
Colombia,1973,Takeoff,5,Other
New Zealand,1973,Flight,0,Other
Italy,1973,Takeoff,7,Technical failure
Argentina,1973,Flight,2,Other
Argentina,1973,Flight,2,Other
Italy,1973,Landing,2,Other
Canada,1973,Landing,1,Human factor
United States of America,1973,Landing,2,Human factor
Angola,1973,Flight,0,Terrorism
United States of America,1973,,0,Other
United States of America,1973,Taxiing,0,Technical failure
United States of America,1973,Flight,0,Technical failure
Lithuania,1973,Flight,0,Technical failure
Bolivia,1973,,0,Other
Denmark,1973,,0,Other
Switzerland,1973,Landing,108,Human factor
Germany,1973,Landing,5,Human factor
Canada,1973,Landing,0,Human factor
Japan,1973,Flight,2,Human factor
United States of America,1973,Landing,11,Human factor
United States of America,1973,Landing,5,Human factor
United States of America,1973,Takeoff,6,Technical failure
United States of America,1973,Takeoff,2,Technical failure
Kazakhstan,1973,Flight,1,Human factor
Colombia,1973,Landing,3,Human factor
United States of America,1973,Flight,6,Human factor
Iraq,1973,Landing,0,Technical failure
Israel,1973,Parking,0,Human factor
Afghanistan,1973,Takeoff,4,Other
Djibouti,1973,Takeoff,0,Technical failure
United States of America,1973,Landing,6,Technical failure
Russia,1973,Landing,2,Terrorism
Papua New Guinea,1973,Takeoff,4,Other
Dominican Republic,1973,Takeoff,0,Technical failure
Russia,1973,Landing,6,Human factor
Japan,1973,Flight,8,Other
United States of America,1973,Landing,0,Technical failure
Yemen,1973,Flight,25,Other
Colombia,1973,Landing,0,Technical failure
Mozambique,1973,Landing,11,Human factor
Mexico,1973,Takeoff,0,Technical failure
Canada,1973,Taxiing,0,Technical failure
United States of America,1973,Flight,2,Human factor
Brazil,1973,Landing,3,Human factor
Cambodia,1973,Takeoff,3,Terrorism
Mexico,1973,Flight,6,Other
Bahamas,1973,Landing,2,Other
Russia,1973,Takeoff,0,Technical failure
Laos,1973,Flight,0,Terrorism
United States of America,1973,Takeoff,0,Technical failure
United States of America,1973,Flight,4,Human factor
Nepal,1973,Landing,1,Human factor
United States of America,1973,Landing,6,Human factor
United States of America,1973,Landing,0,Technical failure
Kazakhstan,1973,Flight,63,Other
Russia,1973,Flight,0,Technical failure
Cuba,1973,Landing,3,Human factor
Russia,1973,Flight,0,Other
United States of America,1973,Takeoff,0,Technical failure
Oman,1973,Flight,0,Other
Brazil,1973,Landing,0,Other
Gabon,1973,,0,Other
United States of America,1973,Landing,2,Human factor
Russia,1973,Flight,81,Terrorism
United States of America,1973,Takeoff,1,Human factor
Cambodia,1973,Takeoff,11,Terrorism
Ukraine,1973,Flight,1,Human factor
United States of America,1973,Takeoff,5,Technical failure
United States of America,1973,Flight,0,Technical failure
Pakistan,1973,Landing,0,Human factor
Canada,1973,Landing,4,Human factor
India,1973,Landing,48,Human factor
United States of America,1973,Landing,1,Human factor
United States of America,1973,Flight,2,Technical failure
Brazil,1973,Landing,23,Other
United States of America,1973,Flight,2,Technical failure
France,1973,Flight,14,Human factor
Mexico,1973,Takeoff,11,Other
Colombia,1973,Landing,4,Other
Colombia,1973,Landing,0,Other
Colombia,1973,Landing,1,Technical failure
Canada,1973,Takeoff,3,Human factor
Brazil,1973,Landing,2,Human factor
Mexico,1973,Flight,2,Other
United States of America,1973,Takeoff,1,Technical failure
Gabon,1973,,0,Other
Canada,1973,,0,Other
United States of America,1973,Takeoff,0,Human factor
Uruguay,1973,Landing,0,Human factor
Germany,1973,Landing,4,Human factor
United States of America,1973,Takeoff,5,Other
Mexico,1973,Landing,27,Human factor
Russia,1973,Flight,2,Human factor
United States of America,1973,Takeoff,3,Weather
Germany,1973,Landing,3,Human factor
Honduras,1973,Takeoff,0,Other
Russia,1973,Flight,2,Human factor
Russia,1973,Flight,0,Human factor
Colombia,1973,Flight,5,Other
Jordan,1973,Takeoff,9,Human factor
Cambodia,1973,Landing,0,Other
India,1973,Landing,0,Human factor
Bulgaria,1973,Flight,1,Other
Russia,1973,Landing,18,Human factor
Mozambique,1973,,0,Other
Ukraine,1973,Takeoff,3,Human factor
Tanzania,1973,Landing,0,Other
Colombia,1973,Landing,3,Other
Vietnam,1973,Takeoff,15,Technical failure
United States of America,1973,Landing,0,Human factor
France,1973,Landing,123,Technical failure
Italy,1973,Landing,1,Other
Panama,1973,Flight,10,Other
United States of America,1973,Flight,2,Human factor
United States of America,1973,Landing,1,Human factor
Laos,1973,Flight,2,Other
Peru,1973,Flight,0,Other
Sweden,1973,Taxiing,0,Other
Norway,1973,Landing,0,Human factor
United States of America,1973,Landing,3,Human factor
Israel,1973,Landing,0,Other
Azerbaijan,1973,Flight,1,Other
French Polynesia,1973,Takeoff,78,Human factor
United States of America,1973,Landing,38,Human factor
Greenland,1973,Landing,2,Other
United States of America,1973,Takeoff,5,Human factor
France,1973,Flight,2,Human factor
Russia,1973,Flight,0,Human factor
Mexico,1973,Landing,0,Human factor
Democratic Republic of Congo,1973,Flight,7,Human factor
United States of America,1973,Flight,0,Human factor
Australia,1973,Landing,0,Other
United States of America,1973,Landing,88,Human factor
Russia,1973,Takeoff,0,Human factor
Russia,1973,Flight,0,Technical failure
Russia,1973,Landing,0,Other
United States of America,1973,Flight,0,Human factor
India,1973,,0,Other
Russia,1973,Takeoff,29,Human factor
Finland,1973,Landing,0,Other
Spain,1973,Landing,85,Human factor
Canada,1973,Flight,0,Other
Netherlands,1973,Flight,0,Technical failure
Haiti,1973,Landing,10,Human factor
Russia,1973,Flight,0,Human factor
Sudan,1973,,0,Other
Azerbaijan,1973,Takeoff,56,Technical failure
Mexico,1973,Takeoff,4,Other
Venezuela,1973,Landing,0,Technical failure
United States of America,1973,Flight,2,Human factor
Colombia,1973,Landing,16,Human factor
Colombia,1973,Landing,0,Other
United States of America,1973,Landing,0,Human factor
Iran,1973,Flight,5,Other
Colombia,1973,Flight,11,Other
Colombia,1973,Takeoff,42,Human factor
Spain,1973,Landing,24,Human factor
Russia,1973,Flight,8,Human factor
Cyprus,1973,Landing,0,Human factor
Russia,1973,Flight,0,Human factor
Russia,1973,Flight,0,Human factor
Poland,1973,,0,Other
France,1973,Flight,0,Technical failure
Spain,1973,Flight,0,Technical failure
Russia,1973,Landing,15,Human factor
United States of America,1973,Takeoff,3,Human factor
Philippines,1973,Takeoff,0,Technical failure
Brazil,1973,Takeoff,6,Other
Russia,1973,Flight,7,Weather
Russia,1973,Landing,3,Technical failure
United States of America,1973,Flight,6,Human factor
Guam Island,1973,Landing,0,Human factor
United Kingdom,1973,Takeoff,5,Technical failure
Montenegro,1973,Landing,41,Human factor
Cambodia,1973,Landing,0,Other
Mexico,1973,Flight,0,Other
Turkmenistan,1973,Flight,1,Human factor
Uzbekistan,1973,Takeoff,0,Human factor
Mongolia,1973,Landing,0,Other
United States of America,1973,Takeoff,6,Human factor
Canada,1973,Flight,0,Other
Canada,1973,Flight,2,Other
United States of America,1973,Flight,4,Human factor
World,1973,Flight,6,Other
Algeria,1973,Landing,0,Other
United States of America,1973,Landing,0,Human factor
United States of America,1973,Takeoff,3,Human factor
United States of America,1973,Landing,0,Technical failure
Bahamas,1973,Flight,0,Human factor
United States of America,1973,Flight,11,Human factor
Turkey,1973,Landing,0,Other
United States of America,1973,Flight,8,Human factor
Hungary,1973,Landing,1,Human factor
Russia,1973,Takeoff,108,Technical failure
Brazil,1973,Takeoff,5,Technical failure
Russia,1973,Landing,10,Human factor
United States of America,1973,Landing,1,Human factor
Brazil,1973,Takeoff,8,Other
Russia,1973,Flight,0,Human factor
United States of America,1973,Takeoff,0,Human factor
Turkmenistan,1973,Takeoff,5,Technical failure
Armenia,1973,Flight,0,Human factor
United States of America,1973,Landing,1,Human factor
Mexico,1973,Landing,8,Human factor
Russia,1973,Landing,122,Technical failure
Nepal,1973,Takeoff,0,Other
United States of America,1973,Flight,7,Human factor
Mexico,1973,Landing,0,Other
Egypt,1973,Flight,0,Terrorism
Brazil,1973,Takeoff,8,Technical failure
United States of America,1973,Takeoff,2,Human factor
United States of America,1973,Flight,0,Technical failure
Russia,1973,Takeoff,0,Other
Colombia,1973,Flight,0,Other
Russia,1973,Takeoff,0,Weather
Saint Lucia,1973,Flight,4,Human factor
New Zealand,1973,Flight,0,Other
Vietnam,1973,Landing,0,Technical failure
United States of America,1973,Takeoff,2,Human factor
Chile,1973,Flight,3,Technical failure
Bolivia,1973,Flight,0,Technical failure
Colombia,1973,Landing,6,Technical failure
United States of America,1973,Flight,2,Other
United States of America,1973,Landing,3,Technical failure
Russia,1973,Flight,0,Technical failure
Cambodia,1973,Takeoff,0,Other
Nicaragua,1973,Flight,0,Other
France,1973,Flight,0,Technical failure
United States of America,1973,Landing,5,Human factor
United States of America,1973,Flight,4,Technical failure
Greece,1973,Takeoff,7,Technical failure
Vietnam,1973,Landing,27,Human factor
Panama,1973,Flight,0,Other
Russia,1973,Landing,0,Other
Iceland,1973,Flight,0,Weather
United States of America,1973,Flight,2,Technical failure
United States of America,1973,Landing,1,Human factor
United States of America,1973,Landing,1,Human factor
Italy,1973,Flight,4,Other
Laos,1973,Landing,1,Other
United States of America,1973,Landing,1,Weather
United States of America,1973,Landing,0,Human factor
United States of America,1973,Landing,0,Human factor
United Kingdom,1973,Landing,0,Human factor
Poland,1973,Flight,0,Other
France,1973,Landing,1,Other
Mexico,1973,Landing,0,Technical failure
Argentina,1973,Landing,5,Technical failure
Oman,1973,,0,Other
Guyana,1973,Landing,3,Other
Cambodia,1973,Takeoff,0,Other
Argentina,1973,Takeoff,0,Human factor
United States of America,1973,Landing,0,Technical failure
Russia,1973,Landing,12,Human factor
United States of America,1973,Takeoff,2,Human factor
Germany,1973,Takeoff,0,Human factor
Bolivia,1973,Landing,0,Technical failure
United States of America,1973,Flight,10,Human factor
United Kingdom,1973,Takeoff,0,Other
Bolivia,1973,Landing,0,Human factor
Yemen,1973,Landing,0,Other
United States of America,1973,Takeoff,0,Human factor
United States of America,1973,Takeoff,9,Other
Cambodia,1973,Landing,0,Technical failure
Mexico,1973,Flight,0,Other
Russia,1973,Flight,51,Technical failure
United States of America,1973,Landing,0,Weather
Italy,1973,Parking,33,Terrorism
Chile,1973,Landing,3,Technical failure
Canada,1973,Landing,0,Other
Russia,1973,Flight,2,Weather
United States of America,1973,Takeoff,0,Other
United States of America,1973,Landing,2,Human factor
India,1973,Landing,0,Human factor
United States of America,1973,Takeoff,0,Human factor
Peru,1973,Landing,6,Human factor
Armenia,1973,Landing,0,Human factor
Morocco,1973,Landing,106,Human factor
Australia,1973,Takeoff,0,Technical failure
Ukraine,1973,Takeoff,17,Technical failure
Brazil,1973,Landing,0,Human factor
Russia,1973,Flight,1,Human factor
United States of America,1973,Takeoff,1,Other
United States of America,1973,Landing,1,Human factor
United States of America,1973,Landing,0,Technical failure
United States of America,1973,Takeoff,0,Technical failure
South Africa,1973,Landing,1,Technical failure
United States of America,1973,Takeoff,0,Human factor
France,1973,Landing,0,Other
Vietnam,1973,Landing,0,Other
Venezuela,1973,Landing,0,Other
Mali,1973,Flight,0,Technical failure
Angola,1973,Landing,0,Human factor
Italy,1974,Landing,38,Human factor
United States of America,1974,Flight,2,Human factor
United States of America,1974,Takeoff,2,Other
Sudan,1974,,0,Other
Colombia,1974,Landing,0,Technical failure
United States of America,1974,Landing,12,Human factor
Ukraine,1974,Landing,24,Weather
Bolivia,1974,Flight,4,Human factor
India,1974,Takeoff,0,Human factor
Belarus,1974,Landing,26,Weather
Mozambique,1974,Landing,0,Terrorism
Colombia,1974,Takeoff,32,Human factor
United States of America,1974,Takeoff,5,Technical failure
Bolivia,1974,Flight,24,Weather
United States of America,1974,Takeoff,0,Human factor
United States of America,1974,Landing,2,Human factor
United States of America,1974,Landing,0,Human factor
United States of America,1974,Landing,3,Technical failure
United States of America,1974,Flight,1,Human factor
United States of America,1974,Landing,2,Human factor
United States of America,1974,Landing,0,Human factor
Colombia,1974,Flight,12,Other
United States of America,1974,Landing,0,Human factor
Cambodia,1974,Landing,0,Other
Chile,1974,Flight,0,Other
Bolivia,1974,Landing,0,Technical failure
United States of America,1974,Flight,6,Human factor
Australia,1974,Landing,0,Weather
Russia,1974,Landing,2,Human factor
Togo,1974,Landing,6,Other
Russia,1974,Takeoff,4,Technical failure
United States of America,1974,Landing,6,Human factor
Turkey,1974,Takeoff,66,Weather
American Samoa,1974,Landing,97,Human factor
Cambodia,1974,Takeoff,0,Other
Cambodia,1974,Flight,0,Other
Brazil,1974,Landing,0,Weather
United States of America,1974,Flight,3,Other
Russia,1974,Flight,0,Human factor
Bolivia,1974,Landing,0,Technical failure
United States of America,1974,Takeoff,8,Technical failure
United States of America,1974,Flight,7,Human factor
Bahamas,1974,Flight,1,Other
Peru,1974,Takeoff,6,Other
United States of America,1974,Landing,0,Technical failure
Bolivia,1974,,0,Other
United States of America,1974,Flight,1,Human factor
Vietnam,1974,Landing,3,Terrorism
Bolivia,1974,Flight,7,Other
Colombia,1974,Flight,0,Technical failure
Cambodia,1974,Flight,0,Other
United States of America,1974,Landing,4,Weather
Canada,1974,Flight,9,Technical failure
Iran,1974,Landing,10,Other
United States of America,1974,Flight,0,Technical failure
United States of America,1974,Flight,5,Human factor
France,1974,Flight,346,Technical failure
United States of America,1974,Flight,1,Human factor
United Kingdom,1974,Landing,0,Human factor
Bolivia,1974,Flight,0,Technical failure
United States of America,1974,Flight,0,Human factor
United States of America,1974,Takeoff,2,Technical failure
Canada,1974,Takeoff,3,Other
Vietnam,1974,Landing,18,Other
Papua New Guinea,1974,Landing,1,Other
United States of America,1974,Takeoff,36,Human factor
Australia,1974,Flight,2,Human factor
Iran,1974,Taxiing,15,Technical failure
Bolivia,1974,,0,Other
Russia,1974,Takeoff,3,Technical failure
Paraguay,1974,Landing,0,Other
Canada,1974,Takeoff,2,Other
New Zealand,1974,Flight,1,Human factor
United States of America,1974,Flight,5,Human factor
Mozambique,1974,Landing,1,Other
United States of America,1974,Taxiing,0,Technical failure
United States of America,1974,Landing,0,Human factor
Botswana,1974,Takeoff,78,Human factor
Russia,1974,Landing,0,Human factor
Democratic Republic of Congo,1974,Landing,0,Weather
Russia,1974,Takeoff,0,Human factor
United States of America,1974,Landing,3,Human factor
United States of America,1974,Flight,11,Human factor
United States of America,1974,Landing,0,Human factor
Georgia,1974,Flight,0,Weather
Jamaica,1974,,0,Other
Australia,1974,Flight,2,Human factor
Guam Island,1974,Landing,6,Human factor
Cambodia,1974,Landing,6,Other
Indonesia,1974,Landing,107,Technical failure
India,1974,,0,Other
Russia,1974,Landing,109,Technical failure
Laos,1974,Landing,0,Human factor
United States of America,1974,Takeoff,6,Human factor
Myanmar,1974,Landing,0,Human factor
Russia,1974,Takeoff,1,Human factor
Ecuador,1974,Flight,20,Human factor
Russia,1974,Takeoff,1,Human factor
United States of America,1974,Takeoff,0,Human factor
Jamaica,1974,Takeoff,0,Terrorism
Germany,1974,Landing,3,Human factor
Mozambique,1974,Flight,0,Terrorism
Ukraine,1974,Landing,0,Human factor
Azerbaijan,1974,Landing,8,Human factor
Russia,1974,Flight,2,Human factor
Vietnam,1974,Flight,0,Terrorism
Ukraine,1974,Flight,0,Human factor
Ethiopia,1974,Flight,0,Other
United States of America,1974,Takeoff,0,Human factor
Uzbekistan,1974,Takeoff,0,Other
United States of America,1974,Flight,0,Other
Ukraine,1974,Landing,29,Human factor
United States of America,1974,Flight,4,Technical failure
Kazakhstan,1974,Flight,15,Human factor
Indonesia,1974,Flight,10,Human factor
Cambodia,1974,Landing,0,Other
United States of America,1974,Landing,0,Technical failure
Australia,1974,Landing,0,Weather
United States of America,1974,Takeoff,0,Technical failure
France,1974,Flight,4,Human factor
Canada,1974,Landing,2,Technical failure
United States of America,1974,Takeoff,2,Human factor
Colombia,1974,Landing,44,Technical failure
France,1974,Flight,2,Other
Russia,1974,Taxiing,0,Other
United States of America,1974,Flight,2,Human factor
United States of America,1974,Flight,0,Technical failure
South Africa,1974,Landing,0,Technical failure
United States of America,1974,Takeoff,3,Other
Canada,1974,Flight,1,Human factor
Russia,1974,,0,Other
United States of America,1974,Landing,2,Human factor
Netherlands,1974,Taxiing,0,Other
Uzbekistan,1974,Takeoff,1,Other
United States of America,1974,Flight,3,Technical failure
United States of America,1974,Flight,2,Human factor
Cambodia,1974,Takeoff,19,Human factor
Brazil,1974,Takeoff,2,Other
Kazakhstan,1974,Flight,1,Human factor
Russia,1974,Flight,1,Technical failure
Laos,1974,,0,Other
South Korea,1974,Flight,6,Technical failure
United States of America,1974,Landing,1,Human factor
Russia,1974,Flight,2,Human factor
United States of America,1974,Flight,1,Human factor
Uzbekistan,1974,,0,Other
Russia,1974,Landing,5,Other
United States of America,1974,Landing,0,Technical failure
United States of America,1974,Takeoff,0,Human factor
Egypt,1974,Landing,6,Human factor
United States of America,1974,Takeoff,0,Human factor
Peru,1974,,0,Other
Cambodia,1974,,0,Other
United States of America,1974,Landing,1,Technical failure
United States of America,1974,Landing,4,Human factor
Kazakhstan,1974,Takeoff,9,Human factor
Uzbekistan,1974,Flight,0,Technical failure
Egypt,1974,Flight,5,Other
Cyprus,1974,Flight,0,Terrorism
Cyprus,1974,Landing,31,Terrorism
Poland,1974,,0,Other
France,1974,Landing,3,Human factor
Colombia,1974,Flight,3,Other
Chad,1974,Landing,0,Other
Russia,1974,Flight,3,Technical failure
Vietnam,1974,Flight,5,Terrorism
United States of America,1974,Taxiing,1,Human factor
Russia,1974,Takeoff,0,Human factor
United States of America,1974,Takeoff,0,Other
Canada,1974,Flight,3,Other
Canada,1974,Flight,5,Human factor
Ethiopia,1974,Landing,0,Other
Kazakhstan,1974,Flight,0,Human factor
Colombia,1974,Landing,2,Human factor
United States of America,1974,Takeoff,0,Human factor
Syria,1974,Landing,9,Terrorism
Burkina Faso,1974,Flight,47,Technical failure
Colombia,1974,Flight,27,Weather
Canada,1974,Flight,2,Other
United States of America,1974,Flight,4,Human factor
Venezuela,1974,Landing,48,Weather
Bolivia,1974,Landing,7,Human factor
Democratic Republic of Congo,1974,Landing,31,Other
Finland,1974,Landing,1,Other
Democratic Republic of Congo,1974,Landing,0,Human factor
Brazil,1974,Landing,6,Other
United States of America,1974,Flight,1,Human factor
Russia,1974,Flight,2,Human factor
South Africa,1974,Takeoff,0,Other
United States of America,1974,Flight,2,Human factor
Russia,1974,Landing,0,Human factor
France,1974,Landing,0,Technical failure
Poland,1974,Flight,0,Other
Russia,1974,Landing,0,Technical failure
United States of America,1974,Flight,4,Human factor
New Zealand,1974,Takeoff,2,Technical failure
France,1974,Flight,4,Other
Indonesia,1974,Landing,33,Human factor
India,1974,Flight,9,Other
Haiti,1974,Takeoff,4,Technical failure
World,1974,Flight,88,Terrorism
Chile,1974,Landing,5,Human factor
Canada,1974,Flight,11,Other
United States of America,1974,Landing,72,Human factor
United States of America,1974,Takeoff,2,Human factor
Canada,1974,Takeoff,1,Weather
Denmark,1974,Landing,0,Human factor
Russia,1974,,0,Other
Vietnam,1974,Landing,75,Terrorism
Oman,1974,Flight,0,Other
Brazil,1974,Landing,20,Other
Spain,1974,Flight,8,Other
United States of America,1974,Landing,0,Human factor
Nicaragua,1974,Takeoff,7,Other
United States of America,1974,Takeoff,0,Other
Pakistan,1974,Flight,1,Technical failure
United States of America,1974,Landing,1,Human factor
Brazil,1974,Flight,4,Technical failure
United States of America,1974,Landing,0,Technical failure
Russia,1974,Takeoff,0,Technical failure
Russia,1974,Flight,10,Human factor
Iran,1974,,0,Other
World,1974,Flight,4,Other
Japan,1974,Landing,0,Technical failure
United States of America,1974,Landing,6,Human factor
New Zealand,1974,Flight,1,Human factor
US Virgin Islands,1974,Landing,2,Other
Guatemala,1974,Takeoff,6,Technical failure
United Kingdom,1974,Takeoff,0,Human factor
Cambodia,1974,Takeoff,0,Human factor
Sweden,1974,Landing,0,Weather
Argentina,1974,Landing,0,Other
World,1974,Flight,10,Weather
Laos,1974,Flight,5,Other
Gabon,1974,,0,Other
South Africa,1974,Flight,1,Weather
United States of America,1974,Takeoff,5,Human factor
United States of America,1974,Landing,1,Human factor
Russia,1974,Landing,1,Human factor
Brazil,1974,Takeoff,2,Other
Philippines,1974,Landing,1,Technical failure
United States of America,1974,Takeoff,0,Human factor
Romania,1974,Flight,1,Other
Brazil,1974,Flight,9,Weather
United States of America,1974,Landing,2,Human factor
Panama,1974,Flight,0,Other
United States of America,1974,Flight,4,Technical failure
Brazil,1974,Takeoff,2,Technical failure
Canada,1974,Landing,32,Human factor
Russia,1974,Landing,14,Human factor
United Kingdom,1974,Takeoff,0,Technical failure
United States of America,1974,Flight,2,Weather
Russia,1974,Landing,0,Other
Turkey,1974,,0,Other
Mexico,1974,Landing,3,Human factor
Denmark,1974,Landing,3,Other
Bolivia,1974,Flight,0,Other
United States of America,1974,Flight,1,Human factor
Brazil,1974,Flight,7,Technical failure
Russia,1974,Flight,1,Technical failure
Ukraine,1974,Takeoff,6,Technical failure
United States of America,1974,Flight,4,Human factor
Philippines,1974,Takeoff,1,Technical failure
Tanzania,1974,Flight,0,Other
Turkey,1974,Takeoff,5,Other
Ethiopia,1974,Takeoff,2,Other
Kenya,1974,Takeoff,59,Human factor
Colombia,1974,Landing,6,Human factor
Iran,1974,Landing,2,Human factor
United States of America,1974,Landing,3,Human factor
Spain,1974,Takeoff,4,Other
Serbia,1974,Landing,0,Human factor
Vietnam,1974,Flight,5,Terrorism
Costa Rica,1974,Flight,4,Human factor
Malaysia,1974,Takeoff,3,Other
United States of America,1974,Landing,2,Human factor
United States of America,1974,Takeoff,3,Human factor
United States of America,1974,Takeoff,0,Human factor
United States of America,1974,Landing,92,Human factor
United States of America,1974,Takeoff,0,Technical failure
Sri Lanka,1974,Landing,191,Human factor
Russia,1974,Landing,0,Human factor
Russia,1974,Takeoff,13,Human factor
Philippines,1974,Landing,7,Other
Sudan,1974,Flight,0,Human factor
United States of America,1974,Landing,4,Human factor
United Kingdom,1974,Takeoff,8,Human factor
Peru,1974,Flight,3,Human factor
Ukraine,1974,Takeoff,0,Technical failure
Colombia,1974,Flight,0,Technical failure
Saudi Arabia,1974,Flight,9,Other
Russia,1974,Takeoff,0,Other
United States of America,1974,Landing,0,Human factor
United States of America,1974,Flight,5,Other
United States of America,1974,Takeoff,0,Human factor
Guam Island,1974,Landing,4,Technical failure
Austria,1974,Landing,3,Human factor
Uzbekistan,1974,Takeoff,7,Technical failure
Cambodia,1974,,0,Other
United States of America,1974,Flight,8,Human factor
Venezuela,1974,Takeoff,75,Other
Zambia,1974,Landing,0,Human factor
United Kingdom,1974,Landing,0,Human factor
Russia,1974,Flight,1,Technical failure
Cambodia,1974,Flight,11,Other
Vietnam,1974,Landing,0,Terrorism
United States of America,1974,Takeoff,4,Technical failure
Togo,1974,Landing,3,Other
United States of America,1974,Landing,3,Human factor
Taiwan,1974,Flight,0,Other
Russia,1974,Takeoff,0,Human factor
Kenya,1974,Landing,0,Other
Guatemala,1974,Takeoff,24,Technical failure
Romania,1974,Landing,33,Human factor
Kazakhstan,1974,Takeoff,3,Human factor
Argentina,1974,Flight,2,Other
United States of America,1974,Landing,2,Weather
United States of America,1975,Landing,0,Technical failure
United States of America,1975,Landing,1,Weather
United States of America,1975,Takeoff,0,Human factor
United States of America,1975,Takeoff,5,Human factor
United States of America,1975,Takeoff,2,Technical failure
Vietnam,1975,Landing,9,Terrorism
Germany,1975,Landing,0,Other
Argentina,1975,Flight,13,Terrorism
Democratic Republic of Congo,1975,Landing,1,Human factor
Bolivia,1975,Landing,1,Technical failure
Colombia,1975,Flight,23,Other
United States of America,1975,Landing,7,Human factor
United States of America,1975,Landing,12,Human factor
Switzerland,1975,Takeoff,2,Human factor
United States of America,1975,Flight,7,Weather
United States of America,1975,Flight,5,Other
Hungary,1975,Landing,9,Human factor
Czech Republic,1975,,0,Other
Laos,1975,Flight,12,Human factor
United States of America,1975,Landing,0,Human factor
Thailand,1975,Landing,5,Other
United States of America,1975,Landing,2,Human factor
United States of America,1975,Landing,5,Human factor
Faroe Islands,1975,Landing,0,Other
Guatemala,1975,Flight,1,Other
Papua New Guinea,1975,Flight,0,Other
New Zealand,1975,Flight,0,Other
Ukraine,1975,Takeoff,0,Human factor
Turkey,1975,Landing,42,Human factor
Dominican Republic,1975,Takeoff,2,Technical failure
United States of America,1975,Landing,1,Human factor
United States of America,1975,Landing,0,Human factor
Russia,1975,Flight,2,Other
United States of America,1975,Landing,2,Human factor
United States of America,1975,Landing,5,Human factor
Taiwan,1975,Landing,0,Other
United States of America,1975,Flight,2,Human factor
Niger,1975,Flight,0,Other
Philippines,1975,Takeoff,33,Technical failure
India,1975,,0,Other
Argentina,1975,Takeoff,2,Technical failure
United States of America,1975,Flight,3,Technical failure
Russia,1975,Takeoff,2,Technical failure
Greece,1975,Landing,42,Weather
United States of America,1975,Flight,0,Technical failure
United States of America,1975,Takeoff,0,Human factor
Australia,1975,Landing,0,Human factor
United States of America,1975,Flight,1,Other
Russia,1975,Landing,0,Human factor
Sweden,1975,Landing,0,Technical failure
United States of America,1975,Landing,4,Human factor
Croatia,1975,,0,Other
United States of America,1975,Takeoff,3,Other
Germany,1975,Landing,0,Human factor
United Kingdom,1975,Takeoff,0,Other
United States of America,1975,Landing,1,Human factor
United States of America,1975,Flight,1,Technical failure
Zimbabwe,1975,Landing,0,Technical failure
Colombia,1975,Takeoff,5,Other
United States of America,1975,Landing,1,Human factor
Bolivia,1975,Flight,9,Other
Brazil,1975,Takeoff,15,Technical failure
Spain,1975,,0,Other
New Zealand,1975,Flight,2,Other
United States of America,1975,Takeoff,1,Other
United States of America,1975,Takeoff,0,Human factor
Brazil,1975,Takeoff,1,Other
United States of America,1975,Takeoff,1,Human factor
Russia,1975,,0,Other
United States of America,1975,Flight,1,Technical failure
United States of America,1975,Flight,1,Human factor
Russia,1975,Flight,12,Human factor
Russia,1975,Flight,2,Weather
United States of America,1975,Flight,2,Human factor
Bolivia,1975,Landing,3,Other
United States of America,1975,Takeoff,0,Human factor
